"tx_id","gene","baseMean","log2FoldChange","padj","neglog10padj","sig"
"6c68d55f-925d-4d35-afcd-425c20c06d52_AT1G01470","AT1G01470",2.92616748040013,-8.54985665553788e-09,NA,NA,FALSE
"12355edf-2851-4e67-a42f-9520fa4cac4a_Chr1:192000","Chr1:192000",0.98729136981713,-3.44972734390362e-07,NA,NA,FALSE
"2ff62fe2-7c53-4dda-9f38-dd1e2559423b_AT1G01550","AT1G01550",2.37978043237887,1.09406650829107e-06,NA,NA,FALSE
"f7ba7826-24fe-4175-a855-6babc3114cc0_Chr1:202000","Chr1:202000",3.24319626753885,-5.38481939977272e-07,NA,NA,FALSE
"e02beb9c-bf8f-4045-bf49-8dfa6520660e_AT1G01620","AT1G01620",1.45921982570759,5.68482335296246e-07,NA,NA,FALSE
"e7890be4-af37-4f64-a2f1-93a6db4468fd_Chr1:258000","Chr1:258000",2.35400293260953,3.6703115097032e-07,NA,NA,FALSE
"9495b2c5-5794-4a1f-9315-899fd2463de3_AT1G01810","AT1G01810",1.55028191347256,7.22192701669154e-07,NA,NA,FALSE
"8346455e-84c3-4168-8618-eab64a111406_AT1G01840","AT1G01840",1.47767254389703,1.91053616359261e-08,NA,NA,FALSE
"3c941687-c786-4270-9a67-14e3c921b632_Chr1:342000","Chr1:342000",1.64359587213441,-2.2185976723024e-07,NA,NA,FALSE
"9fb7fc0a-0934-4165-a580-bbdf2843bca8_AT1G01990","AT1G01990",33.981464646209,7.26572796530563e-08,0.999696300469192,0.000131915062671958,FALSE
"ae9e2968-6c16-4387-a9e6-56ed2041484d_AT1G02000","AT1G02000",9.64032417815681,-7.13549440867918e-07,0.999696300469192,0.000131915062671958,FALSE
"036615ea-d165-4e5e-bcf7-6e75c6ece8b3_Chr1:347000","Chr1:347000",0.939170109562424,-8.54408180968873e-07,NA,NA,FALSE
"8d536b5f-d956-419e-a48a-85b1866ddd4f_AT1G02060","AT1G02060",2.04783264237056,-5.68357544985698e-07,NA,NA,FALSE
"7d7509f1-9051-4c87-852b-c16e786f0eed_AT1G02360","AT1G02360",1.28917920731866,3.39053785442276e-07,NA,NA,FALSE
"ded52833-ec29-481a-b0da-f5a4c5757c33_Chr1:486000","Chr1:486000",1.73743698123926,-6.64604035685771e-07,NA,NA,FALSE
"f078eb07-4d9d-4153-9a16-433790098cc3_Chr1:489000","Chr1:489000",3.65307737705188,-4.75637946967421e-07,NA,NA,FALSE
"e51208cd-6ba3-4b36-aca4-23f77dcab139_AT1G02420","AT1G02420",1.62455109164346,-2.2662783390478e-07,NA,NA,FALSE
"3d465f85-83d7-4044-8e30-0bd636d48be0_AT1G02450","AT1G02450",32.7970190132117,7.08138527445791e-07,0.999696300469192,0.000131915062671958,FALSE
"64675310-0aa1-4f0b-a10f-2977ce57a6e3_Chr1:539000","Chr1:539000",10.7143535799856,-2.77458077330199e-06,0.999696300469192,0.000131915062671958,FALSE
"db688754-a7a9-4bbe-b4ec-598021aa4c6b_AT1G02705","AT1G02705",1.18383162923824,-9.12817877213135e-08,NA,NA,FALSE
"d65e42cf-d583-4f8b-b8cf-fbce7b0078f6_AT1G02816","AT1G02816",3.96059257210943,-1.05988004933426e-06,NA,NA,FALSE
"995ba1ad-d336-4b89-8d20-b68c0844228b_AT1G02816","AT1G02816",0.77775132922997,-1.36326735574357e-07,NA,NA,FALSE
"24e60842-551e-4086-ab28-0305b6586568_AT1G02900","AT1G02900",7.73365408555729,-7.00675779710286e-07,0.999696300469192,0.000131915062671958,FALSE
"4fdd25f7-ff0c-4a16-8644-5ebf373bf448_AT1G02920","AT1G02920",4.63172815299345,-1.53090148376861e-06,NA,NA,FALSE
"a55ab848-44b6-4d41-9622-5c363c9d75df_AT1G03020","AT1G03020",4.9776602549659,1.20488779959338e-06,NA,NA,FALSE
"ddb6d09c-ea26-43b7-ac36-3cb96d11fc4a_AT1G03100","AT1G03100",0.637541638084246,-2.43326473477408e-07,NA,NA,FALSE
"e9284b17-fa13-4917-b26f-283b6458c223_AT1G03130","AT1G03130",28.9961479157228,-1.06207558621681e-06,0.999696300469192,0.000131915062671958,FALSE
"0cb37555-f6a2-4c52-b65e-a4d49c922e18_Chr1:754000","Chr1:754000",18.77124320899,1.36019119137905e-06,0.999696300469192,0.000131915062671958,FALSE
"b9f1b82a-159e-47ad-937a-b5a7c02ce887_Chr1:755000","Chr1:755000",1.805117254691,5.77989601320143e-07,NA,NA,FALSE
"b9b976a3-8749-4df6-8b59-457ed1ff5c2a_AT1G03220","AT1G03220",130.586003325925,1.24502236138892e-06,0.999696300469192,0.000131915062671958,FALSE
"73dde333-7f20-4617-ab60-a3d0b9f2bfe8_AT1G03230","AT1G03230",44.3820614026415,1.94463791043331e-06,0.999696300469192,0.000131915062671958,FALSE
"a41cdf64-9040-4dba-a961-ff75414d8d81_AT1G03300","AT1G03300",1.02193705722603,-1.97535589796079e-07,NA,NA,FALSE
"be96ee96-ac3a-43b7-8cb5-23c6153ea237_AT1G03350","AT1G03350",11.6741584455443,3.25734577358298e-07,0.999696300469192,0.000131915062671958,FALSE
"e7306bb3-b8df-4967-8cc0-59810e13e212_Chr1:842000","Chr1:842000",2.02259511508706,-4.11131040290952e-07,NA,NA,FALSE
"29968aaa-a3dd-44ed-968b-01f7bc905fe1_AT1G03420-AT1G04183","AT1G03420",4.28951653249562,1.27131925354777e-06,NA,NA,FALSE
"7d86f20f-7cfe-490c-a02c-def492f8f9d2_AT1G03420-AT1G04183","AT1G03420",1.84261151505326,4.6685319590372e-07,NA,NA,FALSE
"714312b6-bca0-4e89-8451-e993c27bb7c9_Chr1:848000","Chr1:848000",0.684101137050808,3.00017460701534e-07,NA,NA,FALSE
"97f3787b-5b5b-40cf-b14e-073db8cee22b_AT1G03440","AT1G03440",1.56241567854693,6.3869016682256e-07,NA,NA,FALSE
"cf29c5f2-90fb-4650-aa60-df5e3787c487_AT1G03440","AT1G03440",4.1415771609043,4.11027529480606e-07,NA,NA,FALSE
"fcc8793e-a828-4033-b0e6-15e7bd6d628e_AT1G03495","AT1G03495",5.77383300187927,1.12493845116664e-06,0.999696300469192,0.000131915062671958,FALSE
"72c113fe-86be-4960-9024-6df443582ad0_Chr1:882000","Chr1:882000",0.818981620518024,4.12306395115772e-07,NA,NA,FALSE
"6957a252-f2cc-4083-8cc9-dac39ed77521_AT1G03560","AT1G03560",3.48453354604792,-4.25848373860922e-07,NA,NA,FALSE
"906142e9-3d44-4cb8-9381-cb26593d94d4_AT1G03600","AT1G03600",319.81154490774,-8.35661890257658e-06,0.999696300469192,0.000131915062671958,FALSE
"a39f9e3a-8d8a-41ff-b369-9d81da8f922f_AT1G03680","AT1G03680",50.070073207461,-1.0897282697203e-06,0.999696300469192,0.000131915062671958,FALSE
"fddae214-0b97-43d8-b977-f104360bae7b_AT1G03730","AT1G03730",21.102727335774,-8.060486784743e-07,0.999696300469192,0.000131915062671958,FALSE
"36ebc348-8abc-4e6c-8133-d0649d079262_AT1G03820","AT1G03820",7.78053496037281,7.86271877816677e-07,0.999696300469192,0.000131915062671958,FALSE
"a09c78d9-260f-4aa4-9b16-5f9d74710687_AT1G03850","AT1G03850",43.005230530462,4.00519744288657e-06,0.999696300469192,0.000131915062671958,FALSE
"cc8b1602-ed69-45ec-9b73-e566cbdef164_AT1G03870","AT1G03870",3.19269017225826,1.23264206952707e-06,NA,NA,FALSE
"45572813-0cb5-404f-af1f-a475010ce3ec_Chr1:1008000","Chr1:1008000",12.5077127550622,-1.82512046809049e-06,0.999696300469192,0.000131915062671958,FALSE
"8c9bc2e4-f537-4a94-bd8b-e060d2ca84e2_AT1G03940","AT1G03940",0.833833784617667,3.1913701119096e-08,NA,NA,FALSE
"884d6924-4316-4063-801a-e59e0194acc1_AT1G03970","AT1G03970",18.0618082928464,9.14591042170849e-08,0.999696300469192,0.000131915062671958,FALSE
"6f4d9509-a924-4add-93eb-148def60f1ea_Chr1:1024000","Chr1:1024000",1.3935440523213,5.08845093277108e-10,NA,NA,FALSE
"4ca2726b-8c4c-41ab-889f-827f808d6b0c_AT1G04000","AT1G04000",11.6418231373926,-4.69292914492216e-07,0.999696300469192,0.000131915062671958,FALSE
"6b96444f-3c82-4388-a02e-ca15ff054cc0_AT1G04070","AT1G04070",26.6124283385323,-2.45576662077923e-06,0.999696300469192,0.000131915062671958,FALSE
"5ca5c06d-cada-4b2b-85d8-970345eb48d9_AT1G04110","AT1G04110",3.03742304522234,1.14963788233529e-06,NA,NA,FALSE
"6de4e6d9-bae9-4c0c-98db-a2c53cb1bdbf_AT1G04240","AT1G04240",0.964329346022585,-2.88559484122866e-07,NA,NA,FALSE
"2d42828a-5677-400f-bf48-7b46c9bbd8bc_Chr1:1140000","Chr1:1140000",34.3991911325742,1.95974990603164e-06,0.999696300469192,0.000131915062671958,FALSE
"e45ce22a-9a6b-4ec7-b611-2e9966651266_Chr1:1145000","Chr1:1145000",1.0955863148157,2.86211109875227e-07,NA,NA,FALSE
"ef7210c9-9504-496b-9a11-d88906d72e9b_AT1G04330","AT1G04330",0.961713300991809,-3.60246128923135e-08,NA,NA,FALSE
"0552ea92-f4cb-4c49-a8d0-b34f344ac2de_AT1G04350","AT1G04350",1.1906262404875,9.1544666380451e-07,NA,NA,FALSE
"878459b8-ccd0-4360-b79e-97ae6fec1c88_AT1G04360","AT1G04360",1.46587507812339,-5.25897148329833e-07,NA,NA,FALSE
"3a63b185-3d9d-41ae-8872-ab9cf96d106f_AT1G04277","AT1G04277",3.52407555589069,8.10768452721336e-07,NA,NA,FALSE
"5fa836ef-efde-402d-9afb-9079910dc9a3_G451","G451",2.63437543495168,7.75814709507199e-07,NA,NA,FALSE
"61d58434-5cf2-493d-be7c-219914beddac_AT1G04635","AT1G04635",7.48803187632946,-1.33925893538648e-07,0.999696300469192,0.000131915062671958,FALSE
"906e237f-23ca-4b3a-aa4f-5ac033e0c624_Chr1:1300000","Chr1:1300000",1.37179698032609,5.33083969085966e-07,NA,NA,FALSE
"5fd9fa93-decf-4b65-a694-03e56fa084fb_AT1G04800","AT1G04800",41.2547046509911,-1.6671074007885e-06,0.999696300469192,0.000131915062671958,FALSE
"96d5e55d-7d00-4cb4-966c-b6bb3ae5ed2b_AT1G05010","AT1G05010",4.07296517763062,-9.49206065576629e-07,NA,NA,FALSE
"d768342d-2221-42f0-96d4-7e76c9972c57_AT1G05020","AT1G05020",0.747121351792269,2.44674961671906e-07,NA,NA,FALSE
"974e4994-be0e-47d0-8d69-0409b80b18b1_AT1G05020","AT1G05020",0.861277205570015,3.15485757370257e-07,NA,NA,FALSE
"abc44960-6c69-47e4-b064-c194af6c0f62_AT1G05065","AT1G05065",3.04811577823713,1.92874324514303e-07,NA,NA,FALSE
"f8e7cc0f-beb5-4b8a-8788-2783b0547d5e_AT1G05100","AT1G05100",8.6298169233765,2.28676991876419e-06,0.999696300469192,0.000131915062671958,FALSE
"5a3f01f0-6c1d-409f-9e73-9980118d10ee_Chr1:1477000","Chr1:1477000",3.38648779479333,-2.47995444296224e-08,NA,NA,FALSE
"30ca3882-a688-4fd9-819b-271e44482fd5_Chr1:1478000","Chr1:1478000",3.08327569755734,2.66835398158755e-07,NA,NA,FALSE
"26a396d8-123c-401b-9182-36851221dcfc_AT1G05140","AT1G05140",31.9477774959891,-4.22015339602281e-07,0.999696300469192,0.000131915062671958,FALSE
"0891297c-dcd0-4543-a6f9-3498d3ab3e38_AT1G05150","AT1G05150",12.2277799967095,6.56435696495735e-07,0.999696300469192,0.000131915062671958,FALSE
"ba9ba69c-9b75-4715-9f74-e2ba4763bb34_AT1G05190","AT1G05190",1.78669233210911,4.96374136716385e-07,NA,NA,FALSE
"f0483821-aed1-45f7-ac2b-727807ac4116_AT1G04363","AT1G04363",3.0670356825093,-4.3585649080904e-07,NA,NA,FALSE
"ff239a75-fe4d-4de4-afe5-97d41f0779f8_Chr1:1550000","Chr1:1550000",1.22573978867537,2.40239378003757e-08,NA,NA,FALSE
"5097c08e-6351-4d73-be07-a5b72eac9c5f_Chr1:1558000","Chr1:1558000",0.811828841489651,-3.67963448707577e-09,NA,NA,FALSE
"fbf28496-48d9-4e9e-80cd-fb144acbddb1_AT1G05340","AT1G05340",1.92063721254459,-1.18925100700297e-07,NA,NA,FALSE
"2c3ca5c5-7faa-4216-a19e-2fb1c236e54b_Chr1:1582000","Chr1:1582000",2.1762545501415,2.52956738069976e-07,NA,NA,FALSE
"81a05956-5b93-4397-a659-ded239fa2446_AT1G05420","AT1G05420",1.20417859153629,2.51345043079647e-07,NA,NA,FALSE
"0f819519-82a3-4c67-a3a1-264f156bd538_AT1G05560","AT1G05560",9.39233450832254,-4.0144904890865e-07,0.999696300469192,0.000131915062671958,FALSE
"4c79fa6e-3360-4ecf-8ae1-fa01d76f7336_AT1G05562","AT1G05562",5.8461998226172,-4.49387084977982e-07,0.999696300469192,0.000131915062671958,FALSE
"b8da296e-a1ce-42bc-b7aa-461db677e090_AT1G05575","AT1G05575",32.6255413026937,-6.44051259514326e-07,0.999696300469192,0.000131915062671958,FALSE
"b09b4272-cb82-4ceb-8ef0-c36bf5e32ad6_AT1G05680","AT1G05680",2.31383658570505,-9.49567157774128e-07,NA,NA,FALSE
"7679a31a-3d2b-4a22-81ed-0d62c49e5456_AT1G05750","AT1G05750",1.92240687411112,7.68752091856406e-08,NA,NA,FALSE
"7a98d6a4-e518-497c-8323-724214e80dc9_G628","G628",2.31706483127344,-8.50529837411938e-07,NA,NA,FALSE
"58d7a239-f0ce-44c5-8e2f-94ca23ab06e4_AT1G04433","AT1G04433",2.430906572473,-3.67035549189863e-07,NA,NA,FALSE
"2000aab6-6aad-4f07-93ba-e4d3be71883a_Chr1:1783000","Chr1:1783000",1.3416638529675,-1.7087992133706e-07,NA,NA,FALSE
"04c3abe6-2851-4f4c-baf9-f2ab75faf4b9_AT1G06000","AT1G06000",31.8633158916986,6.52216905561408e-07,0.999696300469192,0.000131915062671958,FALSE
"f6a65fa0-da5c-4491-a919-591a4f19d8d6_AT1G06040","AT1G06040",5.5780332211327,4.94429120947988e-08,NA,NA,FALSE
"2747a4e3-9a2f-4395-a315-02fb12aa467d_AT1G06050","AT1G06050",2.65062656468998,-2.87306643907987e-07,NA,NA,FALSE
"27d14c87-2e75-4f4a-a214-a2013d72a5ee_AT1G06135","AT1G06135",2.91881045541749,4.09337837389145e-07,NA,NA,FALSE
"71d5484d-6115-458f-861a-c178bcc7a110_AT1G06137","AT1G06137",1.48948603657043,-2.51856919997914e-07,NA,NA,FALSE
"2c1ca4a0-9d25-4384-b9ca-6930d6586393_AT1G06140","AT1G06140",1.36305534624753,-2.34686218533056e-07,NA,NA,FALSE
"91c532f9-0715-4bfa-9cde-fd03d12b5d6a_AT1G06143","AT1G06143",1.96414507799711,6.26848621308289e-07,NA,NA,FALSE
"2352af56-3840-4152-a25a-7dcfeb06c35f_Chr1:1874000","Chr1:1874000",0.660270867455197,1.48832934093642e-07,NA,NA,FALSE
"12975af3-d9bf-4589-8704-895f499a0e0f_AT1G06160","AT1G06160",57.5284054346064,9.54806013397741e-07,0.999696300469192,0.000131915062671958,FALSE
"8420b39c-c62f-46d1-9d30-c80c65694e83_AT1G06380","AT1G06380",2.14288018363532,-3.50372550072959e-07,NA,NA,FALSE
"fc73dfbd-cab3-4ce2-9464-9fc3f34c4885_AT1G06475","AT1G06475",1.22037640331631,1.79775590806143e-07,NA,NA,FALSE
"d3dd1674-c17e-4321-80ca-a4627f767b0f_Chr1:2001000","Chr1:2001000",1.33804154644691,8.19839394012486e-08,NA,NA,FALSE
"597cf1f2-aef2-4fc5-bd7c-b86963a9b3f3_Chr1:2002000","Chr1:2002000",28.0602744140338,-2.30453680573072e-06,0.999696300469192,0.000131915062671958,FALSE
"db8d585e-b457-4816-a385-df10249b6961_AT1G06570","AT1G06570",0.683184284582253,2.92988135501275e-07,NA,NA,FALSE
"76757c1a-c747-4534-a459-732519512447_Chr1:2025000","Chr1:2025000",1.10526745112483,2.29154367178876e-07,NA,NA,FALSE
"b766d200-3784-4c50-bf32-6ec688627d21_AT1G06630","AT1G06630",6.32465113002265,-2.42657296214365e-07,0.999696300469192,0.000131915062671958,FALSE
"69872a31-872e-4113-9e0b-cab8103c3d6d_Chr1:2035000","Chr1:2035000",7.68834798059505,3.69138416628345e-07,0.999696300469192,0.000131915062671958,FALSE
"58bba8ed-17f9-4422-aa42-6bb9e5615ecc_Chr1:2048000","Chr1:2048000",111.708606197171,-5.09368965085291e-06,0.999696300469192,0.000131915062671958,FALSE
"7775daf5-9090-42f4-b79a-1df1b0cae00b_AT1G06760","AT1G06760",3.41448688347422,3.06977064404321e-07,NA,NA,FALSE
"e181af8b-bb8a-45a6-a477-796827194e3c_AT1G04513","AT1G04513",4.94927042524996,1.03301206982366e-07,NA,NA,FALSE
"d445488e-8586-4419-8ee3-59bcaa78b021_AT1G06830","AT1G06830",46.482435735195,-2.30530884815073e-06,0.999696300469192,0.000131915062671958,FALSE
"3de29e84-f240-4200-853a-1ebdeb65eccc_AT1G04517-AT1G08875","AT1G04517",0.561282984436855,-1.19716010722739e-08,NA,NA,FALSE
"b3026ce0-fcb5-4ee5-9edb-16bcbad533ce_AT1G04527","AT1G04527",0.981521588636709,-3.76053759906241e-07,NA,NA,FALSE
"7f861c5a-c5e6-4c3d-80a9-999a46c8591f_AT1G07000","AT1G07000",11.8295734921581,2.32722282714205e-06,0.999696300469192,0.000131915062671958,FALSE
"3ed06fa5-caff-4c01-b4c1-98dcb3d25287_AT1G07020","AT1G07020",1.0132479962463,-9.61200541520848e-08,NA,NA,FALSE
"8f48b68b-978c-4eff-98da-7f591e4be374_Chr1:2171000","Chr1:2171000",2.14898136622845,-4.15193494346306e-07,NA,NA,FALSE
"966e4b2d-6bc8-472a-9988-17b952c0f834_AT1G07090","AT1G07090",2.76999294499319,-4.0723752939227e-09,NA,NA,FALSE
"3990a94d-56e3-41ee-b6ef-c9617e9d7a37_AT1G07128","AT1G07128",11.4679102447226,1.02034495936259e-07,0.999696300469192,0.000131915062671958,FALSE
"4d09f305-1f90-47d5-b58d-a41ce420aa39_Chr1:2191000","Chr1:2191000",16.3301012779032,1.54698342838016e-06,0.999696300469192,0.000131915062671958,FALSE
"af908e3c-6004-485c-9275-fe17b5815c5e_AT1G07150","AT1G07150",2.40433663331771,1.68974268290156e-07,NA,NA,FALSE
"d8f3bf03-6338-43b7-b61f-533a7aec4853_G794","G794",1.00179395744886,9.77911242144427e-08,NA,NA,FALSE
"c4535136-2a75-418f-8850-73d527d1283e_Chr1:2200000","Chr1:2200000",4.4908451599991,5.51285659474494e-07,NA,NA,FALSE
"1a1e5dd0-5b01-4a4e-a33f-c039cca257e2_G805","G805",8.20417621038795,-1.00915004854494e-06,0.999696300469192,0.000131915062671958,FALSE
"ca947c39-58ce-44f1-9ffb-ff9d35275678_AT1G07240","AT1G07240",5.71358407895151,5.09976257971706e-07,0.999696300469192,0.000131915062671958,FALSE
"7f016176-8246-4f7b-8c78-073bddc2b245_AT1G07250","AT1G07250",3.86844976811613,5.47333751139102e-07,NA,NA,FALSE
"78a5a291-37a0-40f8-8450-3689f19311f7_AT1G07260","AT1G07260",4.75410161799386,4.39608776842491e-07,NA,NA,FALSE
"6f387b47-2075-4ed5-a9f8-8556d32217db_Chr1:2238000","Chr1:2238000",1.55266326087692,-3.6241697019194e-08,NA,NA,FALSE
"fe85c592-2957-4ade-880a-696bf90dad2d_Chr1:2240000","Chr1:2240000",1.31382501730437,1.84859127565467e-07,NA,NA,FALSE
"20161cf6-26eb-4ad2-99b5-3aa70390245e_Chr1:2245000","Chr1:2245000",1.53855754187865,-2.41106228141961e-08,NA,NA,FALSE
"3d19d04d-787e-4247-9a07-0e8dad0ac27b_AT1G07320","AT1G07320",57.6813186698816,-2.70542662767342e-06,0.999696300469192,0.000131915062671958,FALSE
"5f4faaf9-4dd6-4d24-b47a-6cfccfc1dbea_AT1G07400","AT1G07400",0.816691291958954,8.16642899582231e-08,NA,NA,FALSE
"63ce1b32-5d89-4e19-8361-2f88ee8868e0_AT1G07400","AT1G07400",3.76318404522408,-5.90786233600722e-07,NA,NA,FALSE
"e9548279-f138-4a67-8ca3-87f9cf1f4df1_AT1G07500","AT1G07500",3.33797829028298,2.92236975333118e-07,NA,NA,FALSE
"91ef4be0-8a94-41f8-bb8d-b49aaefb0ee5_AT1G07520","AT1G07520",1.57185688362569,-9.55422159728972e-07,NA,NA,FALSE
"6d037210-ddff-407e-9296-10d91427cc67_AT1G07590-AT1G07600","AT1G07590",15.7166287953124,4.8507305957934e-08,0.999696300469192,0.000131915062671958,FALSE
"064b011a-3222-476e-838a-741cc124b2e7_AT1G07640","AT1G07640",8.78955033089752,-8.77315593764645e-07,0.999696300469192,0.000131915062671958,FALSE
"fde388e6-67e2-4b1a-93e4-21cd599706c4_Chr1:2365000","Chr1:2365000",1.31193798908587,-3.11279300439917e-07,NA,NA,FALSE
"b1512ec1-1b48-41d7-b6d2-6483d7b9a9a2_Chr1:2368000","Chr1:2368000",1.7664153172172,-9.76117499168584e-07,NA,NA,FALSE
"e1a3aa6e-7b73-4288-af84-e89f0c61d9d1_AT1G07720","AT1G07720",15.8289108338022,-1.28854289449792e-06,0.999696300469192,0.000131915062671958,FALSE
"7206790f-85fd-4dfe-a2dc-2bb4810142ee_AT1G07720","AT1G07720",0.96208850403655,-2.54618430383217e-07,NA,NA,FALSE
"a58b8215-55dc-4875-98b5-62ba14381b92_AT1G07728","AT1G07728",1.33031692007045,-2.25677915081049e-07,NA,NA,FALSE
"8f4c125f-e8e2-459f-a898-383cc40ca507_G880","G880",56.4714516343469,-1.10044705319622e-06,0.999696300469192,0.000131915062671958,FALSE
"b75a7845-1fda-421e-95ba-f36281223d06_AT1G07790","AT1G07790",0.788442984418317,1.03220836090548e-07,NA,NA,FALSE
"41c7a162-f93f-414d-ad91-8c0418fda6bb_AT1G07790","AT1G07790",14.3583728718765,4.73845002607946e-07,0.999696300469192,0.000131915062671958,FALSE
"b0790f32-281c-4a22-a74d-afbe847d4561_AT1G07820","AT1G07820",39.194390408556,1.21788879673473e-06,0.999696300469192,0.000131915062671958,FALSE
"0321d9c8-c71f-4b2b-80c7-f6faec797fac_Chr1:2422000","Chr1:2422000",1.19777570142791,2.69696956107367e-07,NA,NA,FALSE
"7557bff4-9c2f-4ed4-978b-7f3fb505d621_Chr1:2443000","Chr1:2443000",1.56007219892429,1.36016324812404e-07,NA,NA,FALSE
"ff802173-bbd9-4cdc-af82-2655bb0bac96_Chr1:2443000","Chr1:2443000",6.19068781924497,1.79223083505265e-06,0.999696300469192,0.000131915062671958,FALSE
"ae438fc2-8455-4fad-acff-6b6ece343c1a_Chr1:2456000","Chr1:2456000",13.762836626685,-7.22857687170434e-07,0.999696300469192,0.000131915062671958,FALSE
"f4c60111-bbbf-49ec-918a-33430f5518c5_AT1G08050","AT1G08050",1.36119958216184,2.01170419041313e-07,NA,NA,FALSE
"c4450634-372e-4ff2-ae5c-bd7d6e02f926_Chr1:2538000","Chr1:2538000",6.92178881137726,6.90708373932883e-07,0.999696300469192,0.000131915062671958,FALSE
"b72bb20a-dc26-43de-a2a5-763c60369d46_AT1G08160","AT1G08160",6.61811813939973,2.23170305900755e-07,0.999696300469192,0.000131915062671958,FALSE
"fa85ecc8-2a5c-4f67-bf9b-0a5d8becd9a6_AT1G08165","AT1G08165",1.05670578536324,2.19462440904598e-08,NA,NA,FALSE
"1c55b2cc-fba5-4299-8b8b-6d8024b13d6a_AT1G08180","AT1G08180",13.5342620430998,1.32762070110647e-06,0.999696300469192,0.000131915062671958,FALSE
"06894abb-e0ed-4db2-8337-fc1560d2c8df_AT1G08250","AT1G08250",17.851040435036,-1.91226029944528e-06,0.999696300469192,0.000131915062671958,FALSE
"ce9309aa-d720-436b-ada1-a66640cc1f93_AT1G08280","AT1G08280",5.69509452652779,-5.46634342114932e-07,0.999696300469192,0.000131915062671958,FALSE
"d4ce1ee0-5aa6-4d2d-8513-8e90fed4fb39_AT1G08315","AT1G08315",11.3972968567259,-5.01074684948624e-07,0.999696300469192,0.000131915062671958,FALSE
"7fc67eec-b513-4634-bbcf-47c919ecb0a2_AT1G08380","AT1G08380",35.2682164053847,-9.38480424170343e-07,0.999696300469192,0.000131915062671958,FALSE
"237a04ba-9cff-4672-b675-624ccd59b9ae_AT1G08770","AT1G08770",1.09658294346121,2.23408028828778e-07,NA,NA,FALSE
"e3eebf8c-4ef5-4c98-906a-d3124b388d46_AT1G08770","AT1G08770",47.1353222091943,-2.99178459036366e-07,0.999696300469192,0.000131915062671958,FALSE
"3a56baed-cf5f-4101-a3de-3a76e8cafa05_Chr1:2819000","Chr1:2819000",1.00492375600417,-9.975177296455e-08,NA,NA,FALSE
"8c2c8bd0-d091-4980-bf2f-cd4a27467db4_AT1G08880","AT1G08880",95.0986506816268,-2.41981807741236e-06,0.999696300469192,0.000131915062671958,FALSE
"03de1204-0f73-4d1f-a307-d7700ef52266_Chr1:2869000","Chr1:2869000",0.892635709485788,-3.8386872454226e-08,NA,NA,FALSE
"3a102659-1987-4ed1-9a4b-48e28a5b26e0_Chr1:2877000","Chr1:2877000",1.24940818417205,3.26512384650424e-07,NA,NA,FALSE
"89b0c63f-62a5-4ebf-8aee-72c409bb1b8f_AT1G08940","AT1G08940",1.04342202944068,2.6927903702467e-08,NA,NA,FALSE
"34df89b1-ccaa-4654-bb90-994ee268c83b_AT1G09070","AT1G09070",1.17112466243608,3.796274332068e-08,NA,NA,FALSE
"0a799652-2a0d-4062-9cf1-918596539b75_AT1G09070","AT1G09070",34.5774183480625,-2.54965703121532e-06,0.999696300469192,0.000131915062671958,FALSE
"8eb0a46a-9faf-4679-a73f-349370940fa2_AT1G09200","AT1G09200",4.19703198758261,6.64068047040108e-07,NA,NA,FALSE
